Read the target shape in
 ./files/input/20190408ResidueMirrorAndCyl_MA-0.08mmOffset300nm.txt
Read the unit sputter yield in
 ./files/input/20190408SputterYieldon20190408.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2141
  # 1/2 Unit :    1070
  # All      :    8682
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       2
  # Thread   :       3
  # Thread   :       0
Computation time for initialization:    0.0039

Have memorized arrays 1 times
Multiplied alpha by    0.9500
loop:     53020, alpha:    0.0041, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53022, alpha:    0.0039, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53024, alpha:    0.0037, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53026, alpha:    0.0035, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53028, alpha:    0.0033, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53030, alpha:    0.0032, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53032, alpha:    0.0030, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53033, alpha:    0.0029, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53035, alpha:    0.0027, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53037, alpha:    0.0026, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53039, alpha:    0.0025, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53040, alpha:    0.0023, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53042, alpha:    0.0022, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53044, alpha:    0.0021, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53046, alpha:    0.0020, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53048, alpha:    0.0019, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53050, alpha:    0.0018, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53052, alpha:    0.0017, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53054, alpha:    0.0016, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53056, alpha:    0.0015, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53058, alpha:    0.0015, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53059, alpha:    0.0014, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53061, alpha:    0.0013, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53063, alpha:    0.0013, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53064, alpha:    0.0012, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53065, alpha:    0.0011, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53067, alpha:    0.0011, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53069, alpha:    0.0010, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53070, alpha:    0.0010, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53072, alpha:    0.0009, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53074, alpha:    0.0009, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53076, alpha:    0.0008, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53078, alpha:    0.0008, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53080, alpha:    0.0008, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53082, alpha:    0.0007, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53084, alpha:    0.0007, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53085, alpha:    0.0006, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53086, alpha:    0.0006, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53088, alpha:    0.0006, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53090, alpha:    0.0006, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53091, alpha:    0.0005, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53093, alpha:    0.0005, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53094, alpha:    0.0005, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53096, alpha:    0.0005, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53098, alpha:    0.0004, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53100, alpha:    0.0004, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53102, alpha:    0.0004, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53103, alpha:    0.0004, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53105, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53107, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53108, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53110, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53112, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53114, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53116, alpha:    0.0003, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53118, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53120, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53122, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53124, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53126, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53128, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53130, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53132, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53134, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53135, alpha:    0.0002, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53137, alpha:    0.0001, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53139, alpha:    0.0001, rms:    1.8961
Multiplied alpha by    0.9500
loop:     53141, alpha:    0.0001, rms:    1.8961
Multiplied alpha by    0.9500
