Read the target shape in
 ./files/input/20190331ResidueMirrorAndCyl_MA-0.05mmMT-0.002Offset450nm.txt
Read the unit sputter yield in
 ./files/input/20190331SputerYieldon20190331.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2285
  # 1/2 Unit :    1142
  # All      :    8970
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       3
  # Thread   :       0
  # Thread   :       2
Computation time for initialization:    0.0042

Have memorized arrays 1 times
loop:    156000, alpha:   10.5000, rms:    1.4514
loop:    156400, alpha:   10.5000, rms:    1.4511
loop:    156800, alpha:   10.5000, rms:    1.4507
loop:    157200, alpha:   10.5000, rms:    1.4504
loop:    157600, alpha:   10.5000, rms:    1.4501
loop:    158000, alpha:   10.5000, rms:    1.4498
loop:    158400, alpha:   10.5000, rms:    1.4495
loop:    158800, alpha:   10.5000, rms:    1.4492
loop:    159200, alpha:   10.5000, rms:    1.4488
loop:    159600, alpha:   10.5000, rms:    1.4485
Have memorized arrays 17 times
loop:    160000, alpha:   10.5000, rms:    1.4482
loop:    160400, alpha:   10.5000, rms:    1.4479
loop:    160800, alpha:   10.5000, rms:    1.4476
loop:    161200, alpha:   10.5000, rms:    1.4473
loop:    161600, alpha:   10.5000, rms:    1.4470
loop:    162000, alpha:   10.5000, rms:    1.4467
loop:    162400, alpha:   10.5000, rms:    1.4464
loop:    162800, alpha:   10.5000, rms:    1.4461
loop:    163200, alpha:   10.5000, rms:    1.4458
loop:    163600, alpha:   10.5000, rms:    1.4455
loop:    164000, alpha:   10.5000, rms:    1.4452
loop:    164400, alpha:   10.5000, rms:    1.4449
loop:    164800, alpha:   10.5000, rms:    1.4446
loop:    165200, alpha:   10.5000, rms:    1.4443
loop:    165600, alpha:   10.5000, rms:    1.4440
loop:    166000, alpha:   10.5000, rms:    1.4437
loop:    166400, alpha:   10.5000, rms:    1.4434
loop:    166800, alpha:   10.5000, rms:    1.4431
loop:    167200, alpha:   10.5000, rms:    1.4428
loop:    167600, alpha:   10.5000, rms:    1.4426
loop:    168000, alpha:   10.5000, rms:    1.4423
loop:    168400, alpha:   10.5000, rms:    1.4420
loop:    168800, alpha:   10.5000, rms:    1.4417
loop:    169200, alpha:   10.5000, rms:    1.4414
loop:    169600, alpha:   10.5000, rms:    1.4412
Have memorized arrays 18 times
loop:    170000, alpha:   10.5000, rms:    1.4409
loop:    170400, alpha:   10.5000, rms:    1.4406
loop:    170800, alpha:   10.5000, rms:    1.4403
loop:    171200, alpha:   10.5000, rms:    1.4400
loop:    171600, alpha:   10.5000, rms:    1.4398
loop:    172000, alpha:   10.5000, rms:    1.4395
loop:    172400, alpha:   10.5000, rms:    1.4392
loop:    172800, alpha:   10.5000, rms:    1.4389
loop:    173200, alpha:   10.5000, rms:    1.4387
loop:    173600, alpha:   10.5000, rms:    1.4384
loop:    174000, alpha:   10.5000, rms:    1.4381
loop:    174400, alpha:   10.5000, rms:    1.4379
loop:    174800, alpha:   10.5000, rms:    1.4376
loop:    175200, alpha:   10.5000, rms:    1.4373
loop:    175600, alpha:   10.5000, rms:    1.4371
loop:    176000, alpha:   10.5000, rms:    1.4368
loop:    176400, alpha:   10.5000, rms:    1.4365
loop:    176800, alpha:   10.5000, rms:    1.4363
loop:    177200, alpha:   10.5000, rms:    1.4360
loop:    177600, alpha:   10.5000, rms:    1.4357
loop:    178000, alpha:   10.5000, rms:    1.4355
loop:    178400, alpha:   10.5000, rms:    1.4352
loop:    178800, alpha:   10.5000, rms:    1.4350
loop:    179200, alpha:   10.5000, rms:    1.4347
loop:    179600, alpha:   10.5000, rms:    1.4344
Have memorized arrays 19 times
loop:    180000, alpha:   10.5000, rms:    1.4342
loop:    180400, alpha:   10.5000, rms:    1.4339
loop:    180800, alpha:   10.5000, rms:    1.4337
loop:    181200, alpha:   10.5000, rms:    1.4334
loop:    181600, alpha:   10.5000, rms:    1.4332
loop:    182000, alpha:   10.5000, rms:    1.4329
loop:    182400, alpha:   10.5000, rms:    1.4327
loop:    182800, alpha:   10.5000, rms:    1.4324
loop:    183200, alpha:   10.5000, rms:    1.4322
loop:    183600, alpha:   10.5000, rms:    1.4319
loop:    184000, alpha:   10.5000, rms:    1.4317
loop:    184400, alpha:   10.5000, rms:    1.4314
loop:    184800, alpha:   10.5000, rms:    1.4312
loop:    185200, alpha:   10.5000, rms:    1.4309
loop:    185600, alpha:   10.5000, rms:    1.4307
loop:    186000, alpha:   10.5000, rms:    1.4304
loop:    186400, alpha:   10.5000, rms:    1.4302
loop:    186800, alpha:   10.5000, rms:    1.4299
loop:    187200, alpha:   10.5000, rms:    1.4297
loop:    187600, alpha:   10.5000, rms:    1.4294
loop:    188000, alpha:   10.5000, rms:    1.4292
loop:    188400, alpha:   10.5000, rms:    1.4290
